;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/9/2017 5:59:47 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0163	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_A_A.c,22 :: 		
0x0164	0x2099      	CALL       _Delay_22us
;__Lib_ADC_A_A.c,25 :: 		
0x0165	0x151F      	BSF        ADCON0, 2
;__Lib_ADC_A_A.c,28 :: 		
L_ADC_Get_Sample0:
0x0166	0x1D1F      	BTFSS      ADCON0, 2
0x0167	0x296A      	GOTO       L_ADC_Get_Sample1
;__Lib_ADC_A_A.c,29 :: 		
0x0168	0x0000      	NOP
0x0169	0x2966      	GOTO       L_ADC_Get_Sample0
L_ADC_Get_Sample1:
;__Lib_ADC_A_A.c,33 :: 		
0x016A	0x081E      	MOVF       ADRES, 0
0x016B	0x00F0      	MOVWF      R0
0x016C	0x01F1      	CLRF       R0+1
;__Lib_ADC_A_A.c,35 :: 		
0x016D	0x0008      	RETURN
; end of _ADC_Get_Sample
_Mul_16x16_U:
;__Lib_Math.c,136 :: 		
;__Lib_Math.c,143 :: 		
0x016E	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,144 :: 		
0x016F	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,145 :: 		
0x0170	0x01FB      	CLRF       R11
;__Lib_Math.c,146 :: 		
0x0171	0x01FA      	CLRF       R10
;__Lib_Math.c,147 :: 		
0x0172	0x01F9      	CLRF       R9
;__Lib_Math.c,148 :: 		
0x0173	0x3080      	MOVLW      128
;__Lib_Math.c,149 :: 		
0x0174	0x00F8      	MOVWF      R8
;__Lib_Math.c,150 :: 		
0x0175	0x0CF1      	RRF        R1, 1
;__Lib_Math.c,151 :: 		
0x0176	0x0CF0      	RRF        R0, 1
;__Lib_Math.c,152 :: 		
0x0177	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,153 :: 		
0x0178	0x2982      	GOTO       $+10
;__Lib_Math.c,154 :: 		
0x0179	0x0874      	MOVF       R4, 0
;__Lib_Math.c,155 :: 		
0x017A	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,156 :: 		
0x017B	0x0875      	MOVF       R5, 0
;__Lib_Math.c,157 :: 		
0x017C	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,158 :: 		
0x017D	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,159 :: 		
0x017E	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,160 :: 		
0x017F	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,161 :: 		
0x0180	0x0AFB      	INCF       R11, 1
;__Lib_Math.c,162 :: 		
0x0181	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,163 :: 		
0x0182	0x1FF0      	BTFSS      R0, 7
;__Lib_Math.c,164 :: 		
0x0183	0x298A      	GOTO       $+7
;__Lib_Math.c,165 :: 		
0x0184	0x0874      	MOVF       R4, 0
;__Lib_Math.c,166 :: 		
0x0185	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,167 :: 		
0x0186	0x0875      	MOVF       R5, 0
;__Lib_Math.c,168 :: 		
0x0187	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,169 :: 		
0x0188	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,170 :: 		
0x0189	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,171 :: 		
0x018A	0x0CFB      	RRF        R11, 1
;__Lib_Math.c,172 :: 		
0x018B	0x0CFA      	RRF        R10, 1
;__Lib_Math.c,173 :: 		
0x018C	0x0CF9      	RRF        R9, 1
;__Lib_Math.c,174 :: 		
0x018D	0x0CF8      	RRF        R8, 1
;__Lib_Math.c,175 :: 		
0x018E	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,176 :: 		
0x018F	0x2975      	GOTO       $-26
;__Lib_Math.c,177 :: 		
0x0190	0x087B      	MOVF       R11, 0
;__Lib_Math.c,178 :: 		
0x0191	0x00F3      	MOVWF      R3
;__Lib_Math.c,179 :: 		
0x0192	0x087A      	MOVF       R10, 0
;__Lib_Math.c,180 :: 		
0x0193	0x00F2      	MOVWF      R2
;__Lib_Math.c,181 :: 		
0x0194	0x0879      	MOVF       R9, 0
;__Lib_Math.c,182 :: 		
0x0195	0x00F1      	MOVWF      R1
;__Lib_Math.c,183 :: 		
0x0196	0x0878      	MOVF       R8, 0
;__Lib_Math.c,184 :: 		
0x0197	0x00F0      	MOVWF      R0
;__Lib_Math.c,187 :: 		
0x0198	0x0008      	RETURN
; end of _Mul_16x16_U
_Div_16x16_U:
;__Lib_Math.c,215 :: 		
;__Lib_Math.c,222 :: 		
0x0199	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,223 :: 		
0x019A	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,224 :: 		
0x019B	0x01F8      	CLRF       R8
;__Lib_Math.c,225 :: 		
0x019C	0x01F9      	CLRF       R9
;__Lib_Math.c,226 :: 		
0x019D	0x3010      	MOVLW      16
;__Lib_Math.c,227 :: 		
0x019E	0x00FC      	MOVWF      R12
;__Lib_Math.c,228 :: 		
0x019F	0x0D71      	RLF        R1, 0
;__Lib_Math.c,229 :: 		
0x01A0	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,230 :: 		
0x01A1	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,231 :: 		
0x01A2	0x0874      	MOVF       R4, 0
;__Lib_Math.c,232 :: 		
0x01A3	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,233 :: 		
0x01A4	0x0875      	MOVF       R5, 0
;__Lib_Math.c,234 :: 		
0x01A5	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,235 :: 		
0x01A6	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,236 :: 		
0x01A7	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,237 :: 		
0x01A8	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,238 :: 		
0x01A9	0x29B1      	GOTO       $+8
;__Lib_Math.c,239 :: 		
0x01AA	0x0874      	MOVF       R4, 0
;__Lib_Math.c,240 :: 		
0x01AB	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,241 :: 		
0x01AC	0x0875      	MOVF       R5, 0
;__Lib_Math.c,242 :: 		
0x01AD	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,243 :: 		
0x01AE	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,244 :: 		
0x01AF	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,245 :: 		
0x01B0	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,246 :: 		
0x01B1	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,247 :: 		
0x01B2	0x0DF1      	RLF        R1, 1
;__Lib_Math.c,248 :: 		
0x01B3	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,249 :: 		
0x01B4	0x299F      	GOTO       $-21
;__Lib_Math.c,251 :: 		
0x01B5	0x0008      	RETURN
; end of _Div_16x16_U
_initializePWM:
;demo_simple_8.c,251 :: 		void initializePWM(){
;demo_simple_8.c,252 :: 		T2CON = 5; // prescaler 1:4, t2 on
0x01B6	0x3005      	MOVLW      5
0x01B7	0x1283      	BCF        STATUS, 5
0x01B8	0x1303      	BCF        STATUS, 6
0x01B9	0x0092      	MOVWF      T2CON
;demo_simple_8.c,253 :: 		PR2 = 249; // period = 10ms / 50 (50 steps to 10ms)
0x01BA	0x30F9      	MOVLW      249
0x01BB	0x1683      	BSF        STATUS, 5
0x01BC	0x0092      	MOVWF      PR2
;demo_simple_8.c,254 :: 		TMR2IF_bit = 0;
0x01BD	0x1283      	BCF        STATUS, 5
0x01BE	0x108C      	BCF        TMR2IF_bit, 1
;demo_simple_8.c,255 :: 		TMR2IE_bit = 1;
0x01BF	0x1683      	BSF        STATUS, 5
0x01C0	0x148C      	BSF        TMR2IE_bit, 1
;demo_simple_8.c,257 :: 		T1CON = 0x11; // period = 23.2ms, t1 on
0x01C1	0x3011      	MOVLW      17
0x01C2	0x1283      	BCF        STATUS, 5
0x01C3	0x0090      	MOVWF      T1CON
;demo_simple_8.c,259 :: 		MOSdriveState = drvMOS1;
0x01C4	0x3001      	MOVLW      1
0x01C5	0x00AA      	MOVWF      _MOSdriveState
;demo_simple_8.c,260 :: 		duty_buffer = dutyMin;       // minimum duty cycle
0x01C6	0x301E      	MOVLW      30
0x01C7	0x00A9      	MOVWF      _duty_buffer
;demo_simple_8.c,261 :: 		duty = duty_buffer;
0x01C8	0x0829      	MOVF       _duty_buffer, 0
0x01C9	0x00AB      	MOVWF      _duty
;demo_simple_8.c,262 :: 		overloadState = ovl_normal;
0x01CA	0x01E4      	CLRF       _overloadState
;demo_simple_8.c,263 :: 		overloadcounter = 0;
0x01CB	0x01AC      	CLRF       _overloadcounter
;demo_simple_8.c,264 :: 		mainsStarted = 0;
0x01CC	0x01E1      	CLRF       _mainsStarted
;demo_simple_8.c,265 :: 		Triac = 0;
0x01CD	0x1186      	BCF        RB3_bit, 3
;demo_simple_8.c,266 :: 		INTE_bit = 0;
0x01CE	0x120B      	BCF        INTE_bit, 4
;demo_simple_8.c,267 :: 		ovThreshold = overloadThreshold;
0x01CF	0x301B      	MOVLW      27
0x01D0	0x00B9      	MOVWF      _ovThreshold
0x01D1	0x3000      	MOVLW      0
0x01D2	0x00BA      	MOVWF      _ovThreshold+1
;demo_simple_8.c,269 :: 		}
0x01D3	0x0008      	RETURN
; end of _initializePWM
_____DoICP:
;__Lib_System.c,6 :: 		
;__Lib_System.c,9 :: 		
0x01D4	0x1283      	BCF        STATUS, 5
0x01D5	0x1303      	BCF        STATUS, 6
0x01D6	0x0866      	MOVF       ___DoICPAddr+1, 0
0x01D7	0x008A      	MOVWF      PCLATH
;__Lib_System.c,10 :: 		
0x01D8	0x0865      	MOVF       ___DoICPAddr, 0
0x01D9	0x0082      	MOVWF      PCL
;__Lib_System.c,12 :: 		
0x01DA	0x0008      	RETURN
; end of _____DoICP
_pad:
;demo_simple_8.c,591 :: 		void pad(char c){
;demo_simple_8.c,592 :: 		for (counter = 0; counter < c; counter++){
0x01DB	0x1283      	BCF        STATUS, 5
0x01DC	0x1303      	BCF        STATUS, 6
0x01DD	0x01B8      	CLRF       _counter
L_pad93:
0x01DE	0x0867      	MOVF       FARG_pad_c, 0
0x01DF	0x0238      	SUBWF      _counter, 0
0x01E0	0x1803      	BTFSC      STATUS, 0
0x01E1	0x29EA      	GOTO       L_pad94
;demo_simple_8.c,593 :: 		LCD_Chr_Cp(' ');
0x01E2	0x3020      	MOVLW      32
0x01E3	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x01E4	0x20E1      	CALL       _Lcd_Chr_CP
;demo_simple_8.c,592 :: 		for (counter = 0; counter < c; counter++){
0x01E5	0x0A38      	INCF       _counter, 0
0x01E6	0x00F0      	MOVWF      R0
0x01E7	0x0870      	MOVF       R0, 0
0x01E8	0x00B8      	MOVWF      _counter
;demo_simple_8.c,594 :: 		}
0x01E9	0x29DE      	GOTO       L_pad93
L_pad94:
;demo_simple_8.c,595 :: 		}
0x01EA	0x0008      	RETURN
; end of _pad
_getOverload:
;demo_simple_8.c,543 :: 		void getOverload(){
;demo_simple_8.c,544 :: 		ADCON1 = 0;
0x01EB	0x1683      	BSF        STATUS, 5
0x01EC	0x1303      	BCF        STATUS, 6
0x01ED	0x019F      	CLRF       ADCON1
;demo_simple_8.c,546 :: 		ADCON0 = (ADCON0 & 0xC5) | (shuntCHANNEL << 3);
0x01EE	0x30C5      	MOVLW      197
0x01EF	0x1283      	BCF        STATUS, 5
0x01F0	0x051F      	ANDWF      ADCON0, 0
0x01F1	0x00F0      	MOVWF      R0
0x01F2	0x3018      	MOVLW      24
0x01F3	0x0470      	IORWF      R0, 0
0x01F4	0x009F      	MOVWF      ADCON0
;demo_simple_8.c,548 :: 		vShunt = 0;
0x01F5	0x01BB      	CLRF       _vShunt
0x01F6	0x01BC      	CLRF       _vShunt+1
;demo_simple_8.c,549 :: 		loopcounter = 0;
0x01F7	0x01A4      	CLRF       _loopcounter
0x01F8	0x01A5      	CLRF       _loopcounter+1
;demo_simple_8.c,550 :: 		TMR1H = 0; TMR1L = 0;
0x01F9	0x018F      	CLRF       TMR1H
0x01FA	0x018E      	CLRF       TMR1L
;demo_simple_8.c,551 :: 		TMR1IF_bit = 0;
0x01FB	0x100C      	BCF        TMR1IF_bit, 0
;demo_simple_8.c,553 :: 		while (TMR1IF_bit == 0){
L_getOverload83:
0x01FC	0x180C      	BTFSC      TMR1IF_bit, 0
0x01FD	0x2A38      	GOTO       L_getOverload84
;demo_simple_8.c,554 :: 		adTemp = 0;
0x01FE	0x01B6      	CLRF       _adTemp
0x01FF	0x01B7      	CLRF       _adTemp+1
;demo_simple_8.c,555 :: 		for (counter = 0; counter < 64; counter++){
0x0200	0x01B8      	CLRF       _counter
L_getOverload85:
0x0201	0x3040      	MOVLW      64
0x0202	0x0238      	SUBWF      _counter, 0
0x0203	0x1803      	BTFSC      STATUS, 0
0x0204	0x2A13      	GOTO       L_getOverload86
;demo_simple_8.c,556 :: 		adTemp += ADC_Get_Sample(shuntCHANNEL);
0x0205	0x3003      	MOVLW      3
0x0206	0x00A1      	MOVWF      FARG_ADC_Get_Sample_channel
0x0207	0x2158      	CALL       _ADC_Get_Sample
0x0208	0x0870      	MOVF       R0, 0
0x0209	0x07B6      	ADDWF      _adTemp, 1
0x020A	0x0871      	MOVF       R0+1, 0
0x020B	0x1803      	BTFSC      STATUS, 0
0x020C	0x3E01      	ADDLW      1
0x020D	0x07B7      	ADDWF      _adTemp+1, 1
;demo_simple_8.c,555 :: 		for (counter = 0; counter < 64; counter++){
0x020E	0x0A38      	INCF       _counter, 0
0x020F	0x00F0      	MOVWF      R0
0x0210	0x0870      	MOVF       R0, 0
0x0211	0x00B8      	MOVWF      _counter
;demo_simple_8.c,557 :: 		}
0x0212	0x2A01      	GOTO       L_getOverload85
L_getOverload86:
;demo_simple_8.c,559 :: 		loopcounter++;
0x0213	0x0824      	MOVF       _loopcounter, 0
0x0214	0x3E01      	ADDLW      1
0x0215	0x00F0      	MOVWF      R0
0x0216	0x3000      	MOVLW      0
0x0217	0x1803      	BTFSC      STATUS, 0
0x0218	0x3E01      	ADDLW      1
0x0219	0x0725      	ADDWF      _loopcounter+1, 0
0x021A	0x00F1      	MOVWF      R0+1
0x021B	0x0870      	MOVF       R0, 0
0x021C	0x00A4      	MOVWF      _loopcounter
0x021D	0x0871      	MOVF       R0+1, 0
0x021E	0x00A5      	MOVWF      _loopcounter+1
;demo_simple_8.c,560 :: 		adTemp = adTemp >> 6;  // average. (>>6 = /64)
0x021F	0x3006      	MOVLW      6
0x0220	0x00F2      	MOVWF      R2
0x0221	0x0836      	MOVF       _adTemp, 0
0x0222	0x00F0      	MOVWF      R0
0x0223	0x0837      	MOVF       _adTemp+1, 0
0x0224	0x00F1      	MOVWF      R0+1
0x0225	0x0872      	MOVF       R2, 0
L__getOverload186:
0x0226	0x1903      	BTFSC      STATUS, 2
0x0227	0x2A2D      	GOTO       L__getOverload187
0x0228	0x0CF1      	RRF        R0+1, 1
0x0229	0x0CF0      	RRF        R0, 1
0x022A	0x13F1      	BCF        R0+1, 7
0x022B	0x3EFF      	ADDLW      255
0x022C	0x2A26      	GOTO       L__getOverload186
L__getOverload187:
0x022D	0x0870      	MOVF       R0, 0
0x022E	0x00B6      	MOVWF      _adTemp
0x022F	0x0871      	MOVF       R0+1, 0
0x0230	0x00B7      	MOVWF      _adTemp+1
;demo_simple_8.c,561 :: 		vShunt += adTemp;
0x0231	0x0836      	MOVF       _adTemp, 0
0x0232	0x07BB      	ADDWF      _vShunt, 1
0x0233	0x0837      	MOVF       _adTemp+1, 0
0x0234	0x1803      	BTFSC      STATUS, 0
0x0235	0x3E01      	ADDLW      1
0x0236	0x07BC      	ADDWF      _vShunt+1, 1
;demo_simple_8.c,562 :: 		}
0x0237	0x29FC      	GOTO       L_getOverload83
L_getOverload84:
;demo_simple_8.c,563 :: 		vShunt /= loopcounter;
0x0238	0x0824      	MOVF       _loopcounter, 0
0x0239	0x00F4      	MOVWF      R4
0x023A	0x0825      	MOVF       _loopcounter+1, 0
0x023B	0x00F5      	MOVWF      R4+1
0x023C	0x083B      	MOVF       _vShunt, 0
0x023D	0x00F0      	MOVWF      R0
0x023E	0x083C      	MOVF       _vShunt+1, 0
0x023F	0x00F1      	MOVWF      R0+1
0x0240	0x2199      	CALL       _Div_16x16_U
0x0241	0x0870      	MOVF       R0, 0
0x0242	0x00BB      	MOVWF      _vShunt
0x0243	0x0871      	MOVF       R0+1, 0
0x0244	0x00BC      	MOVWF      _vShunt+1
;demo_simple_8.c,565 :: 		ovThreshold = (overloadThreshold * 120)/vBat;  // recalculate current for current V
0x0245	0x0840      	MOVF       _vBat, 0
0x0246	0x00F4      	MOVWF      R4
0x0247	0x0841      	MOVF       _vBat+1, 0
0x0248	0x00F5      	MOVWF      R4+1
0x0249	0x30A8      	MOVLW      168
0x024A	0x00F0      	MOVWF      R0
0x024B	0x300C      	MOVLW      12
0x024C	0x00F1      	MOVWF      R0+1
0x024D	0x2199      	CALL       _Div_16x16_U
0x024E	0x0870      	MOVF       R0, 0
0x024F	0x00B9      	MOVWF      _ovThreshold
0x0250	0x0871      	MOVF       R0+1, 0
0x0251	0x00BA      	MOVWF      _ovThreshold+1
;demo_simple_8.c,567 :: 		if (vShunt > (ovThreshold * 3)){
0x0252	0x0839      	MOVF       _ovThreshold, 0
0x0253	0x00F0      	MOVWF      R0
0x0254	0x083A      	MOVF       _ovThreshold+1, 0
0x0255	0x00F1      	MOVWF      R0+1
0x0256	0x3003      	MOVLW      3
0x0257	0x00F4      	MOVWF      R4
0x0258	0x3000      	MOVLW      0
0x0259	0x00F5      	MOVWF      R4+1
0x025A	0x216E      	CALL       _Mul_16x16_U
0x025B	0x083C      	MOVF       _vShunt+1, 0
0x025C	0x0271      	SUBWF      R0+1, 0
0x025D	0x1D03      	BTFSS      STATUS, 2
0x025E	0x2A61      	GOTO       L__getOverload188
0x025F	0x083B      	MOVF       _vShunt, 0
0x0260	0x0270      	SUBWF      R0, 0
L__getOverload188:
0x0261	0x1803      	BTFSC      STATUS, 0
0x0262	0x2A66      	GOTO       L_getOverload88
;demo_simple_8.c,568 :: 		overloadState = ovl_overload;
0x0263	0x3001      	MOVLW      1
0x0264	0x00E4      	MOVWF      _overloadState
;demo_simple_8.c,569 :: 		}
0x0265	0x2A7A      	GOTO       L_getOverload89
L_getOverload88:
;demo_simple_8.c,571 :: 		if (vShunt > ovThreshold){
0x0266	0x083C      	MOVF       _vShunt+1, 0
0x0267	0x023A      	SUBWF      _ovThreshold+1, 0
0x0268	0x1D03      	BTFSS      STATUS, 2
0x0269	0x2A6C      	GOTO       L__getOverload189
0x026A	0x083B      	MOVF       _vShunt, 0
0x026B	0x0239      	SUBWF      _ovThreshold, 0
L__getOverload189:
0x026C	0x1803      	BTFSC      STATUS, 0
0x026D	0x2A79      	GOTO       L_getOverload90
;demo_simple_8.c,572 :: 		overloadcounter++;
0x026E	0x0A2C      	INCF       _overloadcounter, 0
0x026F	0x00F0      	MOVWF      R0
0x0270	0x0870      	MOVF       R0, 0
0x0271	0x00AC      	MOVWF      _overloadcounter
;demo_simple_8.c,573 :: 		if (overloadcounter >= 7){
0x0272	0x3007      	MOVLW      7
0x0273	0x022C      	SUBWF      _overloadcounter, 0
0x0274	0x1C03      	BTFSS      STATUS, 0
0x0275	0x2A78      	GOTO       L_getOverload91
;demo_simple_8.c,574 :: 		overloadState = ovl_overload;
0x0276	0x3001      	MOVLW      1
0x0277	0x00E4      	MOVWF      _overloadState
;demo_simple_8.c,575 :: 		}
L_getOverload91:
;demo_simple_8.c,576 :: 		}
0x0278	0x2A7A      	GOTO       L_getOverload92
L_getOverload90:
;demo_simple_8.c,578 :: 		overloadcounter = 0;
0x0279	0x01AC      	CLRF       _overloadcounter
;demo_simple_8.c,579 :: 		}
L_getOverload92:
;demo_simple_8.c,580 :: 		}
L_getOverload89:
;demo_simple_8.c,582 :: 		ADCON1 = 7;
0x027A	0x3007      	MOVLW      7
0x027B	0x1683      	BSF        STATUS, 5
0x027C	0x009F      	MOVWF      ADCON1
;demo_simple_8.c,583 :: 		}
0x027D	0x0008      	RETURN
; end of _getOverload
_initializeIO:
;demo_simple_8.c,285 :: 		void initializeIO(){
;demo_simple_8.c,286 :: 		TRISA = 0x2F;
0x027E	0x302F      	MOVLW      47
0x027F	0x1683      	BSF        STATUS, 5
0x0280	0x1303      	BCF        STATUS, 6
0x0281	0x0085      	MOVWF      TRISA
;demo_simple_8.c,287 :: 		TRISB = 0x21;
0x0282	0x3021      	MOVLW      33
0x0283	0x0086      	MOVWF      TRISB
;demo_simple_8.c,288 :: 		TRISC = 0;
0x0284	0x0187      	CLRF       TRISC
;demo_simple_8.c,289 :: 		PORTA = 0;
0x0285	0x1283      	BCF        STATUS, 5
0x0286	0x0185      	CLRF       PORTA
;demo_simple_8.c,290 :: 		PORTB = 0;
0x0287	0x0186      	CLRF       PORTB
;demo_simple_8.c,291 :: 		PORTC = 0;
0x0288	0x0187      	CLRF       PORTC
;demo_simple_8.c,292 :: 		ADCON1 = 7;
0x0289	0x3007      	MOVLW      7
0x028A	0x1683      	BSF        STATUS, 5
0x028B	0x009F      	MOVWF      ADCON1
;demo_simple_8.c,293 :: 		}
0x028C	0x0008      	RETURN
; end of _initializeIO
_doFeedback:
;demo_simple_8.c,516 :: 		void doFeedback(){
;demo_simple_8.c,517 :: 		ADCON1 = 0;
0x028D	0x1683      	BSF        STATUS, 5
0x028E	0x1303      	BCF        STATUS, 6
0x028F	0x019F      	CLRF       ADCON1
;demo_simple_8.c,519 :: 		ADCON0 = (ADCON0 & 0xC5) | (feedbackCHANNEL << 3);
0x0290	0x30C5      	MOVLW      197
0x0291	0x1283      	BCF        STATUS, 5
0x0292	0x051F      	ANDWF      ADCON0, 0
0x0293	0x00F0      	MOVWF      R0
0x0294	0x3008      	MOVLW      8
0x0295	0x0470      	IORWF      R0, 0
0x0296	0x009F      	MOVWF      ADCON0
;demo_simple_8.c,521 :: 		vFb = 0;
0x0297	0x01D2      	CLRF       _vFb
0x0298	0x01D3      	CLRF       _vFb+1
;demo_simple_8.c,523 :: 		for (loopcounter = 0; loopcounter < 4; loopcounter++){
0x0299	0x01A4      	CLRF       _loopcounter
0x029A	0x01A5      	CLRF       _loopcounter+1
L_doFeedback75:
0x029B	0x3000      	MOVLW      0
0x029C	0x0225      	SUBWF      _loopcounter+1, 0
0x029D	0x1D03      	BTFSS      STATUS, 2
0x029E	0x2AA1      	GOTO       L__doFeedback183
0x029F	0x3004      	MOVLW      4
0x02A0	0x0224      	SUBWF      _loopcounter, 0
L__doFeedback183:
0x02A1	0x1803      	BTFSC      STATUS, 0
0x02A2	0x2AB9      	GOTO       L_doFeedback76
;demo_simple_8.c,524 :: 		vFb += ADC_Get_Sample(feedbackCHANNEL);
0x02A3	0x3001      	MOVLW      1
0x02A4	0x00A1      	MOVWF      FARG_ADC_Get_Sample_channel
0x02A5	0x2158      	CALL       _ADC_Get_Sample
0x02A6	0x0870      	MOVF       R0, 0
0x02A7	0x07D2      	ADDWF      _vFb, 1
0x02A8	0x0871      	MOVF       R0+1, 0
0x02A9	0x1803      	BTFSC      STATUS, 0
0x02AA	0x3E01      	ADDLW      1
0x02AB	0x07D3      	ADDWF      _vFb+1, 1
;demo_simple_8.c,523 :: 		for (loopcounter = 0; loopcounter < 4; loopcounter++){
0x02AC	0x0824      	MOVF       _loopcounter, 0
0x02AD	0x3E01      	ADDLW      1
0x02AE	0x00F0      	MOVWF      R0
0x02AF	0x3000      	MOVLW      0
0x02B0	0x1803      	BTFSC      STATUS, 0
0x02B1	0x3E01      	ADDLW      1
0x02B2	0x0725      	ADDWF      _loopcounter+1, 0
0x02B3	0x00F1      	MOVWF      R0+1
0x02B4	0x0870      	MOVF       R0, 0
0x02B5	0x00A4      	MOVWF      _loopcounter
0x02B6	0x0871      	MOVF       R0+1, 0
0x02B7	0x00A5      	MOVWF      _loopcounter+1
;demo_simple_8.c,525 :: 		}
0x02B8	0x2A9B      	GOTO       L_doFeedback75
L_doFeedback76:
;demo_simple_8.c,527 :: 		vFb = vFb >> 2;   // average
0x02B9	0x0852      	MOVF       _vFb, 0
0x02BA	0x00F0      	MOVWF      R0
0x02BB	0x0853      	MOVF       _vFb+1, 0
0x02BC	0x00F1      	MOVWF      R0+1
0x02BD	0x0CF1      	RRF        R0+1, 1
0x02BE	0x0CF0      	RRF        R0, 1
0x02BF	0x13F1      	BCF        R0+1, 7
0x02C0	0x0CF1      	RRF        R0+1, 1
0x02C1	0x0CF0      	RRF        R0, 1
0x02C2	0x13F1      	BCF        R0+1, 7
0x02C3	0x0870      	MOVF       R0, 0
0x02C4	0x00D2      	MOVWF      _vFb
0x02C5	0x0871      	MOVF       R0+1, 0
0x02C6	0x00D3      	MOVWF      _vFb+1
;demo_simple_8.c,529 :: 		if (vFb < (feedbackThreshold )){
0x02C7	0x3000      	MOVLW      0
0x02C8	0x0253      	SUBWF      _vFb+1, 0
0x02C9	0x1D03      	BTFSS      STATUS, 2
0x02CA	0x2ACD      	GOTO       L__doFeedback184
0x02CB	0x3030      	MOVLW      48
0x02CC	0x0252      	SUBWF      _vFb, 0
L__doFeedback184:
0x02CD	0x1803      	BTFSC      STATUS, 0
0x02CE	0x2AD8      	GOTO       L_doFeedback78
;demo_simple_8.c,530 :: 		if (duty_buffer < dutyMax){
0x02CF	0x302F      	MOVLW      47
0x02D0	0x0229      	SUBWF      _duty_buffer, 0
0x02D1	0x1803      	BTFSC      STATUS, 0
0x02D2	0x2AD7      	GOTO       L_doFeedback79
;demo_simple_8.c,531 :: 		duty_buffer++;
0x02D3	0x0A29      	INCF       _duty_buffer, 0
0x02D4	0x00F0      	MOVWF      R0
0x02D5	0x0870      	MOVF       R0, 0
0x02D6	0x00A9      	MOVWF      _duty_buffer
;demo_simple_8.c,532 :: 		}
L_doFeedback79:
;demo_simple_8.c,533 :: 		}
0x02D7	0x2AE8      	GOTO       L_doFeedback80
L_doFeedback78:
;demo_simple_8.c,534 :: 		else if (vFb > (feedbackThreshold + 1)){
0x02D8	0x0853      	MOVF       _vFb+1, 0
0x02D9	0x3C00      	SUBLW      0
0x02DA	0x1D03      	BTFSS      STATUS, 2
0x02DB	0x2ADE      	GOTO       L__doFeedback185
0x02DC	0x0852      	MOVF       _vFb, 0
0x02DD	0x3C31      	SUBLW      49
L__doFeedback185:
0x02DE	0x1803      	BTFSC      STATUS, 0
0x02DF	0x2AE8      	GOTO       L_doFeedback81
;demo_simple_8.c,535 :: 		if (duty_buffer > dutyMin){
0x02E0	0x0829      	MOVF       _duty_buffer, 0
0x02E1	0x3C1E      	SUBLW      30
0x02E2	0x1803      	BTFSC      STATUS, 0
0x02E3	0x2AE8      	GOTO       L_doFeedback82
;demo_simple_8.c,536 :: 		duty_buffer--;
0x02E4	0x0329      	DECF       _duty_buffer, 0
0x02E5	0x00F0      	MOVWF      R0
0x02E6	0x0870      	MOVF       R0, 0
0x02E7	0x00A9      	MOVWF      _duty_buffer
;demo_simple_8.c,537 :: 		}
L_doFeedback82:
;demo_simple_8.c,538 :: 		}
L_doFeedback81:
L_doFeedback80:
;demo_simple_8.c,540 :: 		ADCON1 = 7;
0x02E8	0x3007      	MOVLW      7
0x02E9	0x1683      	BSF        STATUS, 5
0x02EA	0x009F      	MOVWF      ADCON1
;demo_simple_8.c,541 :: 		}
0x02EB	0x0008      	RETURN
; end of _doFeedback
_batteryIcon:
;demo_simple_8.c,217 :: 		void batteryIcon(char pos_row, char pos_char) {
